GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
1500000US110010050022,110010050022,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",120188,26040
1500000US110010050023,110010050023,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",94079,25476
1500000US110010050024,110010050024,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",70466,29971
1500000US110010052011,110010052011,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",88750,27317
1500000US110010052012,110010052012,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",121131,18773
1500000US110010052013,110010052013,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",81948,25289
1500000US110010052014,110010052014,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",132708,39892
1500000US110010053011,110010053011,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",99444,41328
1500000US110010053012,110010053012,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",127656,38126
1500000US110010053013,110010053013,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",75053,15618
1500000US110010053014,110010053014,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",77292,34313
1500000US110010055001,110010055001,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",100440,64519
1500000US110010055002,110010055002,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",110500,44112
1500000US110010055003,110010055003,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",72074,52896
1500000US110010055004,110010055004,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",-,**
1500000US110010055005,110010055005,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",69375,24611
1500000US110010056001,110010056001,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",50826,9734
1500000US110010056002,110010056002,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",113073,18545
1500000US110010056003,110010056003,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia",86382,47709
1500000US110010056004,110010056004,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia",70039,61301
1500000US110010058001,110010058001,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia",137933,6725
1500000US110010058002,110010058002,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia",127857,22483
1500000US110010059001,110010059001,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",100000,11161
1500000US110010062021,110010062021,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia",-,**
