"timeframe","geo2010","TotPop","TotPop_m","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
2000,"VA Tract 059 4511","X",".",51059451100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.6,0.0,-4.6,"Fairfax",0
2000,"VA Tract 059 4512","X",".",51059451200,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-8.5,-13,2.7,"Fairfax",0
2000,"VA Tract 059 4513","X",".",51059451300,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.8,11,-26,"Fairfax",0
2000,"VA Tract 059 4514","X",".",51059451400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",17,35,65,"Fairfax",0
2000,"VA Tract 059 4515.01","X",".",51059451501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",21,34,18,"Fairfax",0
2000,"VA Tract 059 4515.02","X",".",51059451502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",21,34,18,"Fairfax",0
2000,"VA Tract 059 4516.01","X",".",51059451601,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",20,27,-30,"Fairfax",0
2000,"VA Tract 059 4516.02","X",".",51059451602,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",20,27,-30,"Fairfax",0
2000,"VA Tract 059 4518","X",".",51059451800,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,22,15,"Fairfax",0
2000,"VA Tract 059 4519","X",".",51059451900,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,76,23,"Fairfax",0
2000,"VA Tract 059 4520","X",".",51059452000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.0,6.2,6.3,"Fairfax",0
2000,"VA Tract 059 4521.01","X",".",51059452101,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.4,30,4.1,"Fairfax",0
2000,"VA Tract 059 4521.02","X",".",51059452102,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.4,30,4.1,"Fairfax",0
2000,"VA Tract 059 4522","X",".",51059452200,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",14,42,18,"Fairfax",0
2000,"VA Tract 059 4523.01","X",".",51059452301,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,49,46,"Fairfax",0
2000,"VA Tract 059 4523.02","X",".",51059452302,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,49,46,"Fairfax",0
2000,"VA Tract 059 4524","X",".",51059452400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.2,24,14,"Fairfax",0
2000,"VA Tract 059 4525.01","X",".",51059452501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",32,53,50,"Fairfax",0
2000,"VA Tract 059 4525.02","X",".",51059452502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",32,56,48,"Fairfax",0
2000,"VA Tract 059 4526","X",".",51059452600,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.1,19,36,"Fairfax",0
2000,"VA Tract 059 4527","X",".",51059452700,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",13,25,-16,"Fairfax",0
2000,"VA Tract 059 4528.01","X",".",51059452801,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,79,10,"Fairfax",0
2000,"VA Tract 059 4528.02","X",".",51059452802,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,80,10,"Fairfax",0
2000,"VA Tract 059 4601","X",".",51059460100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.8,5.6,66,"Fairfax",0
2000,"VA Tract 059 4602","X",".",51059460200,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.2,6.9,86,"Fairfax",0
2000,"VA Tract 059 4603","X",".",51059460300,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,15,54,"Fairfax",0
2000,"VA Tract 059 4604","X",".",51059460400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",39,25,95,"Fairfax",0
2000,"VA Tract 059 4605.01","X",".",51059460501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",41,42,52,"Fairfax",0
2000,"VA Tract 059 4605.02","X",".",51059460502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",40,42,52,"Fairfax",0
2000,"VA Tract 059 4606","X",".",51059460600,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.0,14,15,"Fairfax",0
2000,"VA Tract 059 4607.01","X",".",51059460701,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.1,5.2,41,"Fairfax",0
2000,"VA Tract 059 4607.02","X",".",51059460702,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.5,5.0,41,"Fairfax",0
2000,"VA Tract 059 4608","X",".",51059460800,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.1,15,25,"Fairfax",0
2000,"VA Tract 059 4609","X",".",51059460900,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-14,-0.2,"Fairfax",0
2000,"VA Tract 059 4610","X",".",51059461000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.8,42,14,"Fairfax",0
2000,"VA Tract 059 4611","X",".",51059461100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.1,9.1,136,"Fairfax",0
2000,"VA Tract 059 4612.01","X",".",51059461201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",73,71,33,"Fairfax",0
2000,"VA Tract 059 4612.02","X",".",51059461202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",72,71,33,"Fairfax",0
2000,"VA Tract 059 4615","X",".",51059461500,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",67,95,57,"Fairfax",0
2000,"VA Tract 059 4616.01","X",".",51059461601,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",33,36,55,"Fairfax",0
2000,"VA Tract 059 4616.02","X",".",51059461602,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",33,36,55,"Fairfax",0
2000,"VA Tract 059 4617","X",".",51059461700,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",28,42,38,"Fairfax",0
2000,"VA Tract 059 4618.01","X",".",51059461801,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.1,35,35,"Fairfax",0
2000,"VA Tract 059 4618.02","X",".",51059461802,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.1,35,35,"Fairfax",0
2000,"VA Tract 059 4619.01","X",".",51059461901,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",19,43,33,"Fairfax",0
2000,"VA Tract 059 4619.02","X",".",51059461902,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",14,40,34,"Fairfax",0
2000,"VA Tract 059 4701","X",".",51059470100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.5,-0.9,13,"Fairfax",0
2000,"VA Tract 059 4703","X",".",51059470300,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.4,26,3.3,"Fairfax",0
2000,"VA Tract 059 4704","X",".",51059470400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.8,17,18,"Fairfax",0
2000,"VA Tract 059 4705","X",".",51059470500,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.7,4.6,13,"Fairfax",0
2000,"VA Tract 059 4706","X",".",51059470600,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.8,3.9,32,"Fairfax",0
2000,"VA Tract 059 4707","X",".",51059470700,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.0,25,-1.5,"Fairfax",0
2000,"VA Tract 059 4708","X",".",51059470800,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.7,10,16,"Fairfax",0
2000,"VA Tract 059 4709","X",".",51059470900,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.1,12,14,"Fairfax",0
2000,"VA Tract 059 4710","X",".",51059471000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.6,-21,-30,"Fairfax",0
2000,"VA Tract 059 4711","X",".",51059471100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.2,1.8,58,"Fairfax",0
2000,"VA Tract 059 4712.01","X",".",51059471201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",16,6.6,54,"Fairfax",0
2000,"VA Tract 059 4712.02","X",".",51059471202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",16,6.6,54,"Fairfax",0
2000,"VA Tract 059 4713.01","X",".",51059471301,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.0,2.5,41,"Fairfax",0
2000,"VA Tract 059 4713.03","X",".",51059471303,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,1.3,41,"Fairfax",0
2000,"VA Tract 059 4713.04","X",".",51059471304,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,1.3,41,"Fairfax",0
2000,"VA Tract 059 4714.01","X",".",51059471401,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",14,20,21,"Fairfax",0
2000,"VA Tract 059 4714.02","X",".",51059471402,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",14,20,21,"Fairfax",0
2000,"VA Tract 059 4801","X",".",51059480100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",23,27,84,"Fairfax",0
2000,"VA Tract 059 4802.01","X",".",51059480201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",30,39,39,"Fairfax",0
2000,"VA Tract 059 4802.02","X",".",51059480202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",30,39,39,"Fairfax",0
2000,"VA Tract 059 4802.03","X",".",51059480203,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",30,39,39,"Fairfax",0
2000,"VA Tract 059 4803","X",".",51059480300,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",15,21,40,"Fairfax",0
2000,"VA Tract 059 4804.01","X",".",51059480401,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",35,51,88,"Fairfax",0
2000,"VA Tract 059 4804.02","X",".",51059480402,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",35,51,88,"Fairfax",0
2000,"VA Tract 059 4805.01","X",".",51059480501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,13,170,"Fairfax",0
2000,"VA Tract 059 4805.02","X",".",51059480502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",23,19,158,"Fairfax",0
2000,"VA Tract 059 4805.03","X",".",51059480503,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,13,170,"Fairfax",0
2000,"VA Tract 059 4805.04","X",".",51059480504,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,14,170,"Fairfax",0
2000,"VA Tract 059 4805.05","X",".",51059480505,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",18,13,170,"Fairfax",0
2000,"VA Tract 059 4808.01","X",".",51059480801,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",22,22,99,"Fairfax",0
2000,"VA Tract 059 4808.02","X",".",51059480802,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",22,21,102,"Fairfax",0
2000,"VA Tract 059 4809.01","X",".",51059480901,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",47,35,66,"Fairfax",0
2000,"VA Tract 059 4809.02","X",".",51059480902,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",47,35,66,"Fairfax",0
2000,"VA Tract 059 4809.03","X",".",51059480903,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",47,35,66,"Fairfax",0
2000,"VA Tract 059 4810","X",".",51059481000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",35,25,136,"Fairfax",0
2000,"VA Tract 059 4811.01","X",".",51059481101,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",".",".",".","Fairfax",0
2000,"VA Tract 059 4811.02","X",".",51059481102,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",92,59,214,"Fairfax",0
2000,"VA Tract 059 4811.03","X",".",51059481103,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",92,59,214,"Fairfax",0
2000,"VA Tract 059 4811.04","X",".",51059481104,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",92,59,214,"Fairfax",0
2000,"VA Tract 059 4811.05","X",".",51059481105,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",92,59,214,"Fairfax",0
2000,"VA Tract 059 4811.06","X",".",51059481106,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",92,59,214,"Fairfax",0
2000,"VA Tract 059 4812.01","X",".",51059481201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",32,20,77,"Fairfax",0
2000,"VA Tract 059 4812.02","X",".",51059481202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",32,20,77,"Fairfax",0
2000,"VA Tract 059 4814","X",".",51059481400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-8.2,-21,59,"Fairfax",0
2000,"VA Tract 059 4815","X",".",51059481500,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-8.3,-18,131,"Fairfax",0
2000,"VA Tract 059 4816","X",".",51059481600,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.2,-1.2,164,"Fairfax",0
2000,"VA Tract 059 4817.01","X",".",51059481701,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",31,42,111,"Fairfax",0
2000,"VA Tract 059 4817.02","X",".",51059481702,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",31,42,109,"Fairfax",0
2000,"VA Tract 059 4819","X",".",51059481900,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",14,9.8,71,"Fairfax",0
2000,"VA Tract 059 4820.01","X",".",51059482001,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",138,129,200,"Fairfax",0
2000,"VA Tract 059 4820.02","X",".",51059482002,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",148,137,212,"Fairfax",0
2000,"VA Tract 059 4821","X",".",51059482100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.2,24,-38,"Fairfax",0
2000,"VA Tract 059 4822.01","X",".",51059482201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",28,23,34,"Fairfax",0
2000,"VA Tract 059 4822.02","X",".",51059482202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",28,23,34,"Fairfax",0
2000,"VA Tract 059 4822.03","X",".",51059482203,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",28,23,34,"Fairfax",0
2000,"VA Tract 059 4823.01","X",".",51059482301,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.9,-12,9.9,"Fairfax",0
2000,"VA Tract 059 4823.02","X",".",51059482302,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.9,-12,9.9,"Fairfax",0
2000,"VA Tract 059 4823.03","X",".",51059482303,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.6,-10,17,"Fairfax",0
2000,"VA Tract 059 4824","X",".",51059482400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.6,0.2,94,"Fairfax",0
2000,"VA Tract 059 4825.01","X",".",51059482501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,31,66,"Fairfax",0
2000,"VA Tract 059 4825.02","X",".",51059482502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",34,30,62,"Fairfax",0
2000,"VA Tract 059 4825.03","X",".",51059482503,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",34,30,62,"Fairfax",0
2000,"VA Tract 059 4825.04","X",".",51059482504,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",34,31,68,"Fairfax",0
2000,"VA Tract 059 4826.01","X",".",51059482601,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",30,39,151,"Fairfax",0
2000,"VA Tract 059 4826.02","X",".",51059482602,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",33,41,151,"Fairfax",0
2000,"VA Tract 059 4901.01","X",".",51059490101,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,29,194,"Fairfax",0
2000,"VA Tract 059 4901.03","X",".",51059490103,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,29,194,"Fairfax",0
2000,"VA Tract 059 4905.01","X",".",51059490501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",75,96,81,"Fairfax",0
2000,"VA Tract 059 4905.02","X",".",51059490502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",75,96,81,"Fairfax",0
2000,"VA Tract 059 4910","X",".",51059491000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",53,35,169,"Fairfax",0
2000,"VA Tract 059 4911.01","X",".",51059491101,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",39,57,167,"Fairfax",0
2000,"VA Tract 059 4911.02","X",".",51059491102,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",39,57,167,"Fairfax",0
2000,"VA Tract 059 4911.03","X",".",51059491103,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",39,57,167,"Fairfax",0
2000,"VA Tract 059 4912.01","X",".",51059491201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",66,61,221,"Fairfax",0
2000,"VA Tract 059 4912.02","X",".",51059491202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",67,62,223,"Fairfax",0
2000,"VA Tract 059 4913.01","X",".",51059491301,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",171,232,114,"Fairfax",0
2000,"VA Tract 059 4913.02","X",".",51059491302,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",171,232,114,"Fairfax",0
2000,"VA Tract 059 4913.03","X",".",51059491303,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",171,232,114,"Fairfax",0
2000,"VA Tract 059 4914.01","X",".",51059491401,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",63,73,251,"Fairfax",0
2000,"VA Tract 059 4914.02","X",".",51059491402,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",63,73,251,"Fairfax",0
2000,"VA Tract 059 4914.03","X",".",51059491403,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",63,73,251,"Fairfax",0
2000,"VA Tract 059 4914.04","X",".",51059491404,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",63,73,251,"Fairfax",0
2000,"VA Tract 059 4914.05","X",".",51059491405,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",63,73,251,"Fairfax",0
2000,"VA Tract 059 4915.01","X",".",51059491501,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",85,79,333,"Fairfax",0
2000,"VA Tract 059 4915.02","X",".",51059491502,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",85,79,333,"Fairfax",0
2000,"VA Tract 059 4916.01","X",".",51059491601,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",22,28,74,"Fairfax",0
2000,"VA Tract 059 4916.02","X",".",51059491602,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",22,28,74,"Fairfax",0
2000,"VA Tract 059 4917.01","X",".",51059491701,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",204,409,280,"Fairfax",0
2000,"VA Tract 059 4917.02","X",".",51059491702,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",204,409,280,"Fairfax",0
2000,"VA Tract 059 4917.03","X",".",51059491703,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",204,409,280,"Fairfax",0
2000,"VA Tract 059 4917.04","X",".",51059491704,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",204,409,280,"Fairfax",0
2000,"VA Tract 059 4917.05","X",".",51059491705,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",204,409,280,"Fairfax",0
2000,"VA Tract 059 4918.01","X",".",51059491801,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,19,90,"Fairfax",0
2000,"VA Tract 059 4918.02","X",".",51059491802,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,19,90,"Fairfax",0
2000,"VA Tract 059 4918.03","X",".",51059491803,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,19,90,"Fairfax",0
2000,"VA Tract 059 4920","X",".",51059492000,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.0,-8.1,160,"Fairfax",0
2000,"VA Tract 059 4921","X",".",51059492100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",13,4.5,127,"Fairfax",0
2000,"VA Tract 059 4922.01","X",".",51059492201,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",90,104,241,"Fairfax",0
2000,"VA Tract 059 4922.02","X",".",51059492202,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",90,104,241,"Fairfax",0
2000,"VA Tract 059 4922.03","X",".",51059492203,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",90,104,241,"Fairfax",0
2000,"VA Tract 059 4923","X",".",51059492300,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-3.3,-5.5,-29,"Fairfax",0
2000,"VA Tract 059 4924","X",".",51059492400,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",20,39,28,"Fairfax",0
2000,"VA Tract 059 4925","X",".",51059492500,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",35,27,175,"Fairfax",0
2000,"VA Tract 061 9301","X",".",51061930100,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.0,-5.6,17,"Fauquier",0
2000,"VA Tract 061 9302.03","X",".",51061930203,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",16,3.5,54,"Fauquier",0
2000,"VA Tract 061 9302.04","X",".",51061930204,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",15,1.6,55,"Fauquier",0
2000,"VA Tract 061 9302.05","X",".",51061930205,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",15,10,31,"Fauquier",0
2000,"VA Tract 061 9302.06","X",".",51061930206,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",15,10,31,"Fauquier",0
