GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US110010012001,110010012001,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",1046,129,50,40,0,12,61,81,84,74,14,22,43,42,0,12,14,22,0,12,57,53,217,140,142,76,56,48,65,40,87,57,156,65
1500000US110010012002,110010012002,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",541,129,0,12,0,12,15,24,0,12,0,12,33,36,0,12,0,12,16,26,11,20,39,48,133,114,44,43,0,12,159,94,91,61
1500000US110010012003,110010012003,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",290,74,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,27,30,9,16,20,31,41,44,50,54,44,42,87,42
1500000US110010012004,110010012004,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",635,90,0,12,0,12,0,12,42,49,17,27,0,12,32,40,26,29,0,12,16,26,0,12,84,63,11,19,29,37,79,79,299,104
1500000US110010013011,110010013011,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",748,151,10,16,0,12,30,45,19,29,33,37,23,26,0,12,0,12,24,26,33,38,29,36,26,30,63,49,211,125,54,50,193,84
1500000US110010013012,110010013012,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",240,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,26,29,26,30,176,82
1500000US110010013013,110010013013,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",932,162,17,27,0,12,0,12,10,17,0,12,29,33,0,12,29,38,50,44,33,40,92,63,153,105,168,104,115,76,97,66,139,77
1500000US110010013021,110010013021,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia",1429,204,114,99,27,44,10,17,68,64,34,40,38,46,19,31,30,47,115,124,47,55,96,77,169,105,276,142,72,69,243,133,71,63
1500000US110010013022,110010013022,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",2723,311,82,83,103,112,53,64,42,49,0,12,0,12,0,12,73,68,11,18,332,200,272,121,215,120,542,191,307,170,150,107,541,222
1500000US110010013023,110010013023,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",386,162,19,33,29,47,0,12,0,12,0,12,82,134,0,12,0,12,16,26,19,32,0,12,0,12,82,68,26,42,26,42,87,62
1500000US110010014011,110010014011,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",1071,85,54,42,0,12,30,29,20,24,37,27,9,13,27,29,54,44,25,23,90,61,88,40,91,53,142,74,36,28,55,44,313,70
1500000US110010014012,110010014012,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",384,58,8,13,0,12,0,12,29,41,0,12,0,12,0,12,0,12,16,24,0,12,0,12,16,20,17,20,22,24,26,25,250,57
1500000US110010014021,110010014021,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",365,58,0,12,0,12,0,12,17,19,8,13,0,12,7,12,0,12,0,12,35,36,0,12,31,41,22,19,12,13,54,37,179,48
1500000US110010014022,110010014022,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",552,106,48,58,0,12,10,15,40,62,11,17,0,12,61,68,0,12,11,16,12,20,34,33,47,35,76,69,14,15,32,25,156,60
1500000US110010014023,110010014023,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",620,92,32,30,61,47,11,17,0,12,20,23,32,26,21,25,0,12,11,17,12,19,35,32,116,67,19,20,19,21,79,43,152,71
1500000US110010015001,110010015001,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",556,93,0,12,0,12,0,12,0,12,21,31,0,12,0,12,0,12,0,12,0,12,15,25,59,47,60,49,22,25,75,55,304,116
1500000US110010015002,110010015002,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",283,56,0,12,0,12,0,12,12,19,0,12,0,12,0,12,11,17,14,23,0,12,0,12,11,17,20,22,12,21,30,34,173,66
1500000US110010015003,110010015003,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",259,86,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,13,21,0,12,0,12,56,70,23,29,0,12,0,12,154,72
1500000US110010015004,110010015004,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",551,79,31,36,24,28,0,12,0,12,26,29,0,12,15,24,0,12,14,23,16,25,27,32,0,12,54,45,25,29,51,41,268,86
1500000US110010015005,110010015005,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",380,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,22,24,8,14,62,50,0,12,53,51,223,87
1500000US110010016001,110010016001,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",458,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,27,51,42,89,56,17,19,84,57,184,60
1500000US110010016002,110010016002,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",224,46,0,12,22,24,0,12,0,12,0,12,8,13,0,12,19,21,0,12,0,12,9,14,4,8,16,17,46,25,25,22,75,33
1500000US110010016003,110010016003,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",292,63,11,17,0,12,0,12,0,12,0,12,0,12,0,12,12,19,11,17,17,19,15,17,26,22,15,17,27,25,28,21,130,60
1500000US110010016004,110010016004,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",576,75,8,14,9,14,0,12,0,12,18,20,0,12,13,20,6,10,0,12,32,41,18,20,49,34,83,52,30,26,86,51,224,65
1500000US110010017021,110010017021,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",755,93,22,22,0,12,0,12,19,25,0,12,21,25,9,15,6,9,25,29,9,16,170,96,91,48,62,44,78,58,32,31,211,92
1500000US110010017022,110010017022,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",633,79,14,16,14,21,0,12,20,22,0,12,28,27,0,12,41,47,22,23,48,49,49,37,133,60,84,47,30,31,107,47,43,29
1500000US110010018031,110010018031,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",508,74,14,16,46,48,26,24,0,12,58,40,50,45,8,12,17,19,16,18,27,26,75,59,37,29,32,32,0,12,6,10,96,51
1500000US110010018032,110010018032,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",1072,91,100,61,86,64,46,55,70,57,55,37,48,42,111,67,19,29,15,21,159,73,89,45,142,74,87,69,19,23,9,14,17,22
1500000US110010018041,110010018041,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",602,167,86,94,0,12,60,60,39,55,0,12,84,86,28,35,52,84,45,46,7,18,45,61,50,55,13,15,35,46,32,31,26,24
1500000US110010018042,110010018042,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",523,130,71,44,23,28,57,60,12,18,37,34,0,12,7,12,50,44,11,17,62,78,28,27,62,54,48,51,0,12,0,12,55,43
1500000US110010018043,110010018043,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",980,165,31,37,121,92,43,54,64,60,128,79,44,59,44,67,42,41,38,39,68,55,121,95,50,44,66,64,62,64,49,41,9,16
1500000US110010019011,110010019011,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",322,72,24,34,21,24,35,29,9,14,11,16,36,27,23,25,0,12,0,12,0,12,27,26,29,28,31,27,6,9,35,42,35,30
1500000US110010019012,110010019012,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",402,101,29,33,16,18,52,58,0,12,0,12,0,12,11,19,0,12,16,17,7,12,88,55,104,75,25,23,26,27,14,17,14,17
1500000US110010019013,110010019013,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",461,89,65,57,0,12,0,12,0,12,0,12,36,40,7,12,0,12,18,19,35,25,27,25,128,74,70,43,16,18,38,31,21,23
1500000US110010019014,110010019014,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",223,56,8,12,0,12,8,13,7,11,0,12,26,36,0,12,5,10,19,21,0,12,39,26,52,31,7,10,18,19,15,19,19,17
1500000US110010019021,110010019021,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",497,63,27,18,6,8,16,14,29,35,0,12,22,19,18,23,16,14,0,12,37,25,29,18,95,42,64,33,16,13,60,28,62,33
1500000US110010019022,110010019022,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",319,60,22,21,9,9,28,35,0,12,0,12,10,12,5,8,29,26,3,5,24,24,44,32,42,27,21,15,37,30,25,20,20,25
1500000US110010020011,110010020011,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",582,65,56,37,9,9,69,38,33,34,47,36,28,23,24,22,29,31,21,17,54,28,95,51,18,14,32,25,38,28,20,14,9,10
1500000US110010020012,110010020012,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",437,61,20,20,11,17,7,11,0,12,0,12,0,12,28,30,5,10,0,12,29,21,57,41,20,16,47,30,44,25,14,12,155,36
1500000US110010020021,110010020021,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",321,65,0,12,0,12,0,12,0,12,8,12,62,39,0,12,0,12,0,12,25,19,26,23,28,20,54,35,16,13,0,12,102,42
1500000US110010020022,110010020022,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",620,91,50,58,32,41,85,66,59,46,12,17,0,12,15,23,20,28,7,12,17,19,27,34,115,78,28,27,74,67,42,32,37,28
1500000US110010020023,110010020023,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",409,80,5,10,0,12,0,12,34,37,0,12,0,12,0,12,0,12,0,12,67,44,49,34,77,61,28,22,44,29,27,23,78,46
1500000US110010021011,110010021011,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",529,160,99,89,0,12,34,54,0,12,13,22,9,14,89,92,0,12,0,12,80,71,0,12,131,104,10,21,21,34,39,47,4,10
1500000US110010021012,110010021012,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",453,159,0,12,0,12,39,61,15,24,16,24,10,16,91,83,17,28,20,26,36,65,127,129,0,12,19,32,43,48,12,22,8,21
1500000US110010021013,110010021013,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",506,129,73,78,24,33,0,12,0,12,26,32,0,12,12,20,28,30,0,12,80,73,34,38,42,58,28,34,112,95,30,50,17,30
1500000US110010021014,110010021014,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",289,126,27,23,0,12,13,21,21,37,0,12,13,23,7,12,0,12,77,110,37,62,0,12,35,33,16,25,11,17,0,12,32,48
1500000US110010021015,110010021015,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",314,116,14,23,0,12,0,12,0,12,13,22,26,23,0,12,15,31,0,12,56,64,28,32,37,32,27,32,0,12,18,29,80,119
1500000US110010021021,110010021021,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",346,66,4,8,0,12,11,18,14,15,8,12,7,12,10,15,0,12,14,14,10,16,39,28,54,37,20,22,32,27,68,52,55,42
1500000US110010021022,110010021022,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",341,84,57,46,0,12,0,12,0,12,23,23,48,62,35,27,9,14,8,13,35,39,17,18,31,26,22,18,21,16,35,28,0,12
1500000US110010021023,110010021023,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",466,103,22,35,0,12,0,12,11,17,24,36,7,11,0,12,9,14,20,32,34,41,53,60,11,14,100,68,36,50,67,57,72,70
1500000US110010021024,110010021024,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",395,94,46,38,15,18,21,27,9,15,27,42,44,55,0,12,0,12,0,12,32,27,44,45,25,23,73,56,25,23,14,20,20,21
1500000US110010021025,110010021025,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",247,77,34,33,9,14,0,12,15,17,33,54,7,11,0,12,25,39,0,12,7,11,44,45,6,10,17,18,6,10,26,15,18,17
1500000US110010021026,110010021026,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",321,90,59,48,0,12,23,21,11,17,7,11,6,10,0,12,6,9,0,12,24,21,42,49,14,19,48,51,24,39,57,43,0,12
1500000US110010022011,110010022011,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",442,86,0,12,0,12,0,12,32,29,0,12,0,12,9,14,8,13,24,29,64,40,91,56,41,49,56,45,34,37,43,43,40,36
1500000US110010022012,110010022012,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",354,94,14,22,11,17,13,18,9,14,17,26,8,12,22,24,6,10,3,6,39,29,56,55,11,18,9,13,32,34,64,50,40,36
1500000US110010022013,110010022013,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",325,91,93,90,12,19,23,28,7,11,0,12,24,30,19,30,9,13,0,12,6,15,0,12,33,31,16,19,12,20,28,31,43,35
1500000US110010022021,110010022021,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",716,112,71,58,59,59,44,39,24,36,37,34,75,59,24,25,54,50,44,47,46,47,56,43,35,25,61,43,15,19,42,44,29,37
1500000US110010022022,110010022022,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",302,82,17,20,41,40,30,38,24,38,0,12,0,12,7,11,8,13,0,12,18,23,9,14,20,19,16,18,50,41,20,25,42,38
1500000US110010022023,110010022023,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",268,82,22,26,23,37,0,12,0,12,0,12,0,12,0,12,0,12,16,21,17,17,58,35,31,48,51,49,21,23,12,21,17,19
1500000US110010023011,110010023011,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",466,71,0,12,6,10,0,12,8,12,5,8,15,18,0,12,28,25,10,16,23,22,71,61,31,28,73,60,28,24,55,48,113,59
1500000US110010023012,110010023012,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",687,95,19,22,42,32,11,18,35,32,0,12,24,37,8,12,53,45,35,28,19,20,43,32,51,52,75,47,51,34,108,65,113,49
1500000US110010023021,110010023021,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",779,114,125,66,60,51,13,23,13,21,16,20,97,54,14,22,7,13,5,8,34,31,116,69,82,48,88,48,31,31,53,38,25,25
1500000US110010024001,110010024001,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",350,71,0,12,30,31,0,12,10,17,32,40,0,12,0,12,0,12,18,19,45,40,0,12,16,18,79,40,54,33,33,23,33,26
1500000US110010024002,110010024002,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",429,72,0,12,0,12,21,34,0,12,22,24,32,38,0,12,0,12,24,39,42,36,49,35,45,27,63,54,44,34,48,29,39,34
1500000US110010024003,110010024003,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",292,61,28,42,12,18,0,12,0,12,0,12,0,12,0,12,5,11,11,15,0,12,0,12,43,44,24,30,47,39,68,42,54,45
1500000US110010024004,110010024004,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",307,52,9,15,0,12,0,12,0,12,0,12,17,27,26,31,0,12,19,20,19,22,27,25,30,25,42,25,31,28,52,29,35,26
1500000US110010025011,110010025011,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",603,79,170,81,77,45,55,46,81,68,8,12,0,12,9,15,0,12,15,17,0,12,18,21,61,57,36,39,36,33,30,24,7,11
1500000US110010025012,110010025012,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",492,72,31,40,40,51,0,12,0,12,27,24,11,17,9,15,10,15,20,22,42,36,0,12,24,24,21,17,33,37,28,22,196,51
1500000US110010025021,110010025021,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",492,133,94,85,0,12,12,18,9,15,5,13,11,17,0,12,29,32,73,87,18,31,13,21,61,60,79,69,0,12,13,21,75,67
1500000US110010025022,110010025022,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",802,149,27,40,26,42,10,15,70,96,28,45,112,84,0,12,12,19,8,20,101,88,80,66,86,68,87,74,36,43,86,65,33,36
1500000US110010025023,110010025023,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",366,116,9,15,9,15,37,44,0,12,0,12,46,50,0,12,0,12,8,14,21,34,23,34,23,36,4,12,107,100,20,23,59,43
1500000US110010025024,110010025024,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia",807,146,44,32,22,27,96,93,57,68,37,44,64,72,0,12,11,17,38,67,0,12,145,117,103,71,8,13,38,42,65,50,79,53
1500000US110010026001,110010026001,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",490,61,12,12,0,12,16,14,16,14,5,7,0,12,7,10,37,38,13,14,39,35,44,36,21,14,52,25,42,27,53,34,133,43
1500000US110010026002,110010026002,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",493,58,0,12,0,12,0,12,5,8,25,33,0,12,7,9,8,11,11,12,29,30,19,18,20,16,31,20,38,26,52,26,248,53
1500000US110010027011,110010027011,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia",377,138,0,12,0,12,0,12,100,122,0,12,0,12,11,19,0,12,16,25,0,12,56,85,45,54,27,32,39,37,0,12,83,69
1500000US110010027012,110010027012,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",753,157,74,81,35,41,0,12,0,12,12,19,13,21,0,12,31,31,5,8,68,57,109,63,60,51,103,66,10,18,133,109,100,58
1500000US110010027013,110010027013,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia",303,87,11,19,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,34,31,35,42,40,40,13,21,25,41,34,41,100,55
1500000US110010027014,110010027014,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia",1347,163,156,126,84,75,115,119,168,140,0,12,68,65,125,95,63,56,34,37,234,143,89,78,116,83,61,48,18,28,16,22,0,12
1500000US110010027021,110010027021,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",744,143,0,12,10,15,40,66,28,29,87,84,46,57,94,88,16,25,34,28,84,64,59,41,135,100,66,58,17,24,19,31,9,14
1500000US110010027022,110010027022,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",1086,119,94,70,89,98,85,70,0,12,0,12,0,12,48,45,0,12,0,12,31,37,103,70,49,45,25,28,75,51,102,59,385,108
1500000US110010027023,110010027023,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",564,113,38,44,0,12,24,38,0,12,0,12,0,12,26,42,9,16,0,12,45,55,62,68,103,53,36,34,9,13,47,44,165,79
1500000US110010028011,110010028011,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",706,107,66,53,27,34,23,39,0,12,56,62,81,75,8,11,29,42,17,19,45,30,88,71,138,76,53,36,30,21,27,21,18,22
1500000US110010028012,110010028012,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",947,138,70,51,52,36,101,86,78,68,45,72,41,55,38,49,54,58,95,63,142,91,98,74,34,41,17,17,27,17,20,21,35,25
1500000US110010028021,110010028021,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",1245,117,211,105,24,28,83,74,31,39,41,53,61,71,34,39,15,17,37,39,143,91,95,67,162,80,57,42,101,56,86,48,64,42
1500000US110010028022,110010028022,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",752,128,103,47,10,16,52,53,25,37,83,75,21,26,24,39,40,54,40,39,21,21,54,46,130,74,41,37,59,32,0,12,49,39
1500000US110010029001,110010029001,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",675,92,31,29,28,26,0,12,49,41,27,31,0,12,36,36,10,15,20,23,61,43,51,30,87,51,49,35,100,45,45,33,81,40
1500000US110010029002,110010029002,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",876,88,9,15,9,15,25,26,8,12,26,32,0,12,9,14,20,16,16,18,77,48,115,56,97,54,87,48,65,39,122,54,191,59
1500000US110010030001,110010030001,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",758,83,73,53,54,33,40,33,9,14,37,43,0,12,10,16,8,12,8,12,9,14,63,41,88,41,83,40,65,38,134,52,77,44
1500000US110010030002,110010030002,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",682,79,141,69,52,41,0,12,57,49,32,40,0,12,32,38,8,14,54,38,14,16,10,15,52,37,56,41,28,23,68,40,78,39
1500000US110010031001,110010031001,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",1188,77,24,36,84,49,16,17,56,53,18,19,46,29,44,41,23,23,9,15,84,57,104,51,179,77,92,51,117,46,126,65,166,74
1500000US110010032001,110010032001,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",322,83,52,58,0,12,20,23,0,12,0,12,0,12,9,13,0,12,0,12,10,15,24,25,0,12,0,12,88,63,39,34,80,66
1500000US110010032002,110010032002,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",354,83,40,51,0,12,0,12,9,14,0,12,24,26,29,43,74,68,16,25,14,21,19,23,45,38,22,25,12,19,31,27,19,22
1500000US110010032003,110010032003,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",545,127,58,51,0,12,33,41,33,52,38,39,0,12,7,11,11,16,25,38,22,28,27,42,53,41,58,57,64,75,54,38,62,39
1500000US110010032004,110010032004,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",437,97,9,13,9,13,8,13,22,36,0,12,7,12,0,12,22,24,26,29,40,39,15,20,89,51,69,72,15,17,36,27,70,34
1500000US110010033011,110010033011,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",482,99,37,49,17,19,6,9,0,12,23,21,0,12,0,12,25,40,11,16,26,24,13,16,70,50,44,31,0,12,69,47,141,77
1500000US110010033012,110010033012,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",548,93,9,14,12,19,18,21,0,12,0,12,0,12,0,12,9,13,36,39,36,53,139,79,28,25,14,19,43,33,104,54,100,60
1500000US110010033013,110010033013,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",536,100,8,13,7,11,0,12,0,12,14,21,8,13,0,12,8,14,26,25,0,12,47,47,69,42,64,55,57,48,54,32,174,79
1500000US110010033021,110010033021,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",451,61,11,12,14,13,4,6,19,24,0,12,4,7,11,11,6,9,0,12,18,16,14,12,77,37,69,39,51,45,72,40,81,26
1500000US110010033022,110010033022,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",418,56,38,33,18,22,5,7,0,12,5,9,15,22,0,12,4,6,10,12,0,12,11,13,49,30,37,22,41,20,112,50,73,30
1500000US110010034001,110010034001,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",518,98,112,69,67,47,40,41,26,30,60,68,0,12,9,13,0,12,14,16,9,17,0,12,30,46,22,20,22,24,39,37,68,56
1500000US110010034002,110010034002,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",645,122,51,42,0,12,0,12,32,26,32,39,18,22,0,12,8,16,0,12,21,33,27,25,94,62,110,63,89,70,20,19,143,64
1500000US110010035001,110010035001,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",685,75,39,30,50,40,59,41,67,42,6,8,0,12,0,12,0,12,11,11,18,16,37,28,80,34,71,50,96,47,64,34,87,41
1500000US110010035002,110010035002,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",509,75,125,52,32,22,28,27,5,8,41,33,18,28,0,12,26,29,6,8,7,10,19,29,72,44,21,21,36,27,26,16,47,25
1500000US110010036001,110010036001,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",730,180,0,12,0,12,0,12,0,12,17,26,0,12,0,12,60,54,30,37,0,12,5,10,209,142,69,60,201,114,67,44,72,53
1500000US110010036002,110010036002,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",636,129,63,50,78,64,25,31,0,12,18,27,77,54,0,12,17,27,0,12,37,41,83,88,54,39,46,44,40,37,36,33,62,70
1500000US110010036003,110010036003,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",758,146,32,51,15,23,0,12,19,30,40,55,0,12,80,61,0,12,27,44,41,38,81,73,68,59,11,17,0,12,182,115,162,81
1500000US110010037001,110010037001,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",736,128,0,12,0,12,15,23,81,61,25,42,42,54,12,22,20,24,0,12,27,48,33,37,10,19,88,110,66,58,242,97,75,71
1500000US110010037002,110010037002,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",951,159,160,94,88,82,0,12,19,31,18,32,6,11,10,17,99,101,54,51,52,38,12,19,91,51,141,71,52,54,138,86,11,18
1500000US110010037003,110010037003,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",862,166,63,47,9,16,0,12,36,58,50,45,27,30,44,69,92,83,33,55,15,23,67,63,78,52,138,84,98,99,56,44,56,36
1500000US110010038001,110010038001,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",1182,155,55,52,0,12,0,12,0,12,0,12,31,36,0,12,68,70,13,21,74,75,90,71,174,92,85,65,170,97,154,83,268,128
1500000US110010038002,110010038002,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",1077,135,0,12,51,59,0,12,21,34,73,95,38,42,0,12,0,12,8,14,36,43,136,76,271,100,80,70,47,45,118,99,198,78
1500000US110010038003,110010038003,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",468,124,144,91,0,12,24,30,0,12,15,28,71,57,10,17,0,12,0,12,0,12,59,54,61,49,27,32,0,12,26,42,31,47
1500000US110010039001,110010039001,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",828,166,91,85,14,23,15,25,0,12,25,29,27,31,16,28,42,40,37,66,30,32,28,32,280,121,60,53,58,61,72,50,33,35
1500000US110010039002,110010039002,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",664,119,33,52,0,12,14,22,16,27,0,12,0,12,0,12,28,32,0,12,77,71,77,80,173,73,101,80,25,31,60,51,60,44
