OFFENSE,BLOCK_GROUP,COUNT,BG_ID
SEX ABUSE,007403 1,9,A074031
SEX ABUSE,007404 1,1,A074041
SEX ABUSE,007404 3,5,A074043
SEX ABUSE,007406 1,6,A074061
SEX ABUSE,007406 2,17,A074062
SEX ABUSE,007407 1,3,A074071
SEX ABUSE,007407 2,6,A074072
SEX ABUSE,007408 1,15,A074081
SEX ABUSE,007409 1,1,A074091
SEX ABUSE,007409 2,3,A074092
SEX ABUSE,007409 3,12,A074093
SEX ABUSE,007502 1,10,A075021
SEX ABUSE,007502 2,3,A075022
SEX ABUSE,007503 1,10,A075031
SEX ABUSE,007503 2,3,A075032
SEX ABUSE,007504 1,30,A075041
SEX ABUSE,007601 1,6,A076011
SEX ABUSE,007601 2,4,A076012
SEX ABUSE,007601 3,5,A076013
SEX ABUSE,007601 4,6,A076014
SEX ABUSE,007601 5,3,A076015
SEX ABUSE,007603 1,10,A076031
SEX ABUSE,007604 1,5,A076041
SEX ABUSE,007604 2,8,A076042
SEX ABUSE,007604 3,4,A076043
SEX ABUSE,007605 1,1,A076051
SEX ABUSE,007605 2,1,A076052
SEX ABUSE,007605 3,9,A076053
SEX ABUSE,007703 2,1,A077032
SEX ABUSE,007703 3,13,A077033
SEX ABUSE,007703 4,1,A077034
SEX ABUSE,007707 1,8,A077071
SEX ABUSE,007707 2,1,A077072
SEX ABUSE,007708 1,6,A077081
SEX ABUSE,007708 2,14,A077082
SEX ABUSE,007709 1,8,A077091
SEX ABUSE,007709 2,4,A077092
SEX ABUSE,007803 1,11,A078031
SEX ABUSE,007803 2,2,A078032
SEX ABUSE,007803 4,6,A078034
SEX ABUSE,007804 1,5,A078041
SEX ABUSE,007804 2,11,A078042
SEX ABUSE,007804 3,7,A078043
SEX ABUSE,007806 1,8,A078061
SEX ABUSE,007806 2,6,A078062
SEX ABUSE,007807 1,9,A078071
SEX ABUSE,007807 2,6,A078072
SEX ABUSE,007808 1,5,A078081
SEX ABUSE,007808 2,3,A078082
SEX ABUSE,007808 3,4,A078083
SEX ABUSE,007809 1,8,A078091
SEX ABUSE,007809 2,10,A078092
SEX ABUSE,007901 1,6,A079011
SEX ABUSE,007901 3,6,A079013
SEX ABUSE,007901 4,6,A079014
SEX ABUSE,007903 1,5,A079031
SEX ABUSE,008002 2,1,A080022
SEX ABUSE,008200 1,1,A082001
SEX ABUSE,008200 2,1,A082002
SEX ABUSE,008301 1,2,A083011
SEX ABUSE,008302 1,2,A083021
SEX ABUSE,008402 1,10,A084021
SEX ABUSE,008402 2,3,A084022
SEX ABUSE,008410 1,3,A084101
SEX ABUSE,008701 1,4,A087011
SEX ABUSE,008701 2,3,A087012
SEX ABUSE,008702 1,5,A087021
SEX ABUSE,008702 2,4,A087022
SEX ABUSE,008802 1,4,A088021
SEX ABUSE,008802 2,3,A088022
SEX ABUSE,008802 3,3,A088023
SEX ABUSE,008802 4,6,A088024
SEX ABUSE,008803 1,43,A088031
SEX ABUSE,008804 1,3,A088041
SEX ABUSE,008804 2,7,A088042
SEX ABUSE,008903 1,4,A089031
SEX ABUSE,008903 2,1,A089032
SEX ABUSE,008904 1,6,A089041
SEX ABUSE,008904 2,7,A089042
SEX ABUSE,009000 1,8,A090001
SEX ABUSE,009000 2,2,A090002
SEX ABUSE,009102 1,2,A091021
SEX ABUSE,009102 2,13,A091022
SEX ABUSE,009102 3,5,A091023
SEX ABUSE,009201 1,9,A092011
SEX ABUSE,009203 2,5,A092032
SEX ABUSE,009204 1,5,A092041
SEX ABUSE,009204 2,4,A092042
SEX ABUSE,009301 1,1,A093011
SEX ABUSE,009301 2,4,A093012
SEX ABUSE,009301 3,2,A093013
SEX ABUSE,009302 1,4,A093021
SEX ABUSE,009400 2,1,A094002
SEX ABUSE,009400 3,2,A094003
SEX ABUSE,009501 1,2,A095011
SEX ABUSE,009501 2,4,A095012
SEX ABUSE,009501 3,9,A095013
SEX ABUSE,009503 1,1,A095031
SEX ABUSE,009503 2,1,A095032
SEX ABUSE,009504 1,5,A095041
SEX ABUSE,009504 2,2,A095042
SEX ABUSE,009505 1,2,A095051
SEX ABUSE,009505 2,4,A095052
SEX ABUSE,009505 3,1,A095053
SEX ABUSE,009507 1,2,A095071
SEX ABUSE,009508 1,7,A095081
SEX ABUSE,009508 2,4,A095082
SEX ABUSE,009509 1,1,A095091
SEX ABUSE,009509 3,1,A095093
SEX ABUSE,009601 1,10,A096011
SEX ABUSE,009602 1,15,A096021
SEX ABUSE,009602 2,1,A096022
SEX ABUSE,009603 1,3,A096031
SEX ABUSE,009603 2,6,A096032
SEX ABUSE,009603 3,12,A096033
SEX ABUSE,009604 1,2,A096041
SEX ABUSE,009604 2,3,A096042
SEX ABUSE,009700 1,10,A097001
SEX ABUSE,009700 2,1,A097002
SEX ABUSE,009801 1,8,A098011
SEX ABUSE,009802 2,7,A098022
SEX ABUSE,009803 2,2,A098032
SEX ABUSE,009803 3,6,A098033
SEX ABUSE,009804 1,6,A098041
SEX ABUSE,009804 2,3,A098042
SEX ABUSE,009807 1,5,A098071
SEX ABUSE,009807 2,6,A098072
SEX ABUSE,009810 1,12,A098101
SEX ABUSE,009810 2,1,A098102
SEX ABUSE,009811 1,7,A098111
SEX ABUSE,009811 2,12,A098112
SEX ABUSE,009901 1,1,A099011
SEX ABUSE,009901 2,6,A099012
SEX ABUSE,009902 1,2,A099021
SEX ABUSE,009902 2,1,A099022
SEX ABUSE,009903 1,1,A099031
SEX ABUSE,009903 2,4,A099032
SEX ABUSE,009904 1,8,A099041
SEX ABUSE,009904 2,7,A099042
SEX ABUSE,009905 1,6,A099051
SEX ABUSE,009905 2,2,A099052
SEX ABUSE,009905 3,3,A099053
SEX ABUSE,009906 1,5,A099061
SEX ABUSE,009907 1,1,A099071
SEX ABUSE,009907 2,5,A099072
SEX ABUSE,010100 1,22,A101001
SEX ABUSE,010100 2,6,A101002
SEX ABUSE,010200 1,1,A102001
SEX ABUSE,010200 2,8,A102002
SEX ABUSE,010300 2,5,A103002
SEX ABUSE,010400 1,14,A104001
SEX ABUSE,010400 2,19,A104002
SEX ABUSE,010500 1,8,A105001
SEX ABUSE,010500 2,2,A105002
SEX ABUSE,010600 1,20,A106001
SEX ABUSE,010600 2,20,A106002
SEX ABUSE,010600 3,2,A106003
SEX ABUSE,010700 1,13,A107001
SEX ABUSE,010700 2,14,A107002
SEX ABUSE,010800 1,7,A108001
SEX ABUSE,010800 2,6,A108002
SEX ABUSE,010800 3,8,A108003
SEX ABUSE,010900 1,8,A109001
SEX ABUSE,010900 2,8,A109002
SEX ABUSE,011000 1,1,A110001
SEX ABUSE,011000 2,1,A110002
SEX ABUSE,011000 3,1,A110003
SEX ABUSE,011000 4,1,A110004
SEX ABUSE,011100 1,10,A111001
SEX ABUSE,011100 2,8,A111002
SEX ABUSE,011100 3,6,A111003
